id,word,pronunciation_arpabet,primary_part_of_speech,primary_definition,synonyms,examples,source_list_count,priority_tier,source,ranking_source_url,verified_on
"vocab-0718","hubris","HH Y UW1 B R AH0 S","noun","overbearing pride or presumption  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0719","humdrum","HH AH1 M D R AH2 M","adjective","tediously repetitious or lacking in variety","[""monotonous""]","[""a humdrum existence"",""all work and no play"",""nothing is so monotonous as the sea""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0720","iconoclastic","AY2 K AH0 N AH0 K L AE1 S T IH0 K","adjective","destructive of images used in religious worship","[]","[""said of religions, such as Islam, in which the representation of living things is prohibited""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0721","ignominious","IH2 G N AH0 M IH1 N IY0 AH0 S","adjective","(used of conduct or character) deserving or bringing disgrace or shame","[""black"",""disgraceful"",""inglorious"",""opprobrious"",""shameful""]","[""Man...has written one of his blackest records as a destroyer on the oceanic islands- Rachel Carson"",""an ignominious retreat"",""inglorious defeat"",""an opprobrious monument to human greed""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0722","impartial","IH2 M P AA1 R SH AH0 L","adjective","showing lack of favoritism","[]","[""the cold neutrality of an impartial judge""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0723","impeccable","IH2 M P EH1 K AH0 B AH0 L","adjective","not capable of sin  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0724","implicit","IH2 M P L IH1 S AH0 T","adjective","being without doubt or reserve","[""unquestioning"",""inexplicit""]","[""implicit trust"",""inherent in the nature of something"",""an implicit agreement not to raise the subject"",""there was implicit criticism in his voice""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0725","improvident","","adjective","not provident","[]","[""not providing for the future""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0726","imprudent","IH2 M P R UW1 D AH0 N T","adjective","lacking wise self-restraint","[]","[""an imprudent remark"",""very imprudent of her mother to encourage her in such silly romantic ideas"",""would be imprudent for a noneconomist to talk about the details of economic policy- A.M.Schlesinger""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0727","impudent","","adjective","marked by casual disrespect","[""insolent"",""snotty-nosed"",""flip""]","[""a flip answer to serious question"",""the student was kept in for impudent behavior""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0728","inadvertent","IH2 N AH0 D V ER1 T AH0 N T","adjective","happening by chance or unexpectedly or unintentionally","[""accidental""]","[""with an inadvertent gesture she swept the vase off the table"",""accidental poisoning"",""an accidental shooting""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0729","incendiary","IH2 N S EH1 N D IY0 EH0 R IY0","adjective","capable of catching fire spontaneously or causing fires or burning readily","[""incitive"",""inflammatory"",""instigative"",""rabble-rousing"",""seditious""]","[""an incendiary agent"",""incendiary bombs"",""an incendiary fire""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0730","inclement","IH2 N K L EH1 M AH0 N T","adjective","used of persons or behavior","[]","[""showing no clemency or mercy"",""the harsh sentence of an inclement judge""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0731","incongruous","IH2 NG K AO1 NG R UW0 AH0 S","adjective","lacking in harmony or compatibility or appropriateness","[]","[""a plan incongruous with reason"",""incongruous behavior"",""a joke that was incongruous with polite conversation""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0732","indefatigable","IH2 N D IH0 F AE1 T IH0 G AH0 B AH0 L","adjective","showing sustained enthusiastic action with unflagging vitality","[""tireless"",""unflagging"",""unwearying""]","[""an indefatigable advocate of equal rights"",""a tireless worker"",""unflagging pursuit of excellence""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0733","indict","IH2 N D AY1 T","verb","accuse formally of a crime  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0734","ineluctable","","adjective","impossible to avoid or evade","[""inescapable"",""unavoidable""]","[""inescapable conclusion"",""an ineluctable destiny"",""an unavoidable accident""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0735","ingrained","IH2 N G R EY1 N D","adjective","(used especially of ideas or principles) deeply rooted","[""deep-rooted"",""deep-seated"",""implanted"",""planted""]","[""firmly fixed or held"",""deep-rooted prejudice"",""deep-seated differences of opinion"",""implanted convictions""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0736","inimitable","IH2 N IH1 M AH0 T AH0 B AH0 L","adjective","defying imitation","[]","[""matchless"",""an inimitable style""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0737","inkling","IH1 NG K L IH0 NG","noun","a slight suggestion or vague understanding","[""intimation"",""glimmering"",""glimmer""]","[""he had no inkling what was about to happen""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0738","inquisitive","IH2 N K W IH1 Z IH0 T IH0 V","adjective","inquiring or appearing to inquire","[""speculative"",""questioning"",""wondering(a)""]","[""an inquiring look"",""the police are proverbially inquisitive"",""if someone saw a man climbing a light post they might get inquisitive"",""raised a speculative eyebrow""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0739","insidious","IH2 N S IH1 D IY2 AH0 S","adjective","working or spreading in a hidden and usually injurious way","[""pernicious"",""subtle""]","[""glaucoma is an insidious disease"",""a subtle poison"",""insidious pleasures""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0740","insinuate","IH2 N S IH1 N Y UW0 EY0 T","verb","introduce or insert (oneself) in a subtle manner","[]","[""He insinuated himself into the conversation of the people at the nearby table""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0741","insolent","IH1 N S AH0 L AH0 N T","adjective","unrestrained by convention or propriety","[""audacious"",""barefaced"",""bodacious"",""bald-faced"",""brassy"",""brazen"",""brazen-faced"",""impudent"",""snotty-nosed"",""flip""]","[""an audacious trick to pull"",""a barefaced hypocrite"",""the most bodacious display of tourism this side of Anaheim- Los Angeles Times"",""bald-faced lies""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0742","intractable","IH2 N T R AE1 K T AH0 B AH0 L","adjective","not tractable","[]","[""difficult to manage or mold"",""an intractable disposition"",""intractable pain"",""the most intractable issue of our era""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0743","intrigue","IH2 N T R IY1 G","verb","cause to be interested or curious  ","[""fascinate"",""machination""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0744","intrinsic","IH2 N T R IH1 N S IH0 K","adjective","situated within or belonging solely to the organ or body part on which it acts","[""intrinsical""]","[""intrinsic muscles"",""form was treated as something intrinsic, as the very essence of the thing- John Dewey""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0745","inure","IH2 N Y UH1 R","verb","cause to accept or become hardened to","[""harden"",""indurate""]","[""habituate"",""He was inured to the cold""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0746","inveigle","","verb","influence or urge by gentle urging, caressing, or flattering","[""wheedle"",""cajole"",""palaver"",""blarney"",""coax"",""sweet-talk""]","[""He palavered her into going along""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0747","itinerary","AY0 T IH1 N ER0 EH2 R IY0","noun","a proposed route of travel  ","[""travel plan"",""travel guidebook"",""path"",""route""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0748","jaundice","JH AO1 N D AH0 S","verb","affect with, or as if with, jaundice  ","[""icterus""]","[""Jealousy had jaundiced his judgment"",""can be a symptom of gallstones or liver infection or anemia""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0749","jettison","JH EH1 T IH0 S AH0 N","verb","throw as from an airplane  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0750","jovial","JH OW1 V IY0 AH0 L","adjective","full of or showing high-spirited merriment","[""gay"",""jocund"",""jolly"",""merry"",""mirthful""]","[""when hearts were young and gay"",""a poet could not but be gay, in such a jocund company- Wordsworth"",""the jolly crowd at the reunion"",""jolly old Saint Nick""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0751","kindle","K IH1 N D AH0 L","verb","cause to start burning","[""enkindle"",""conflagrate"",""inflame""]","[""The setting sun kindled the sky with oranges and reds"",""The dried grass of the prairie kindled, spreading the flames for miles""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0752","languish","L AE1 NG G W IH0 SH","verb","become feeble","[""fade""]","[""The prisoner has been languishing for years in the dungeon""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0753","largess","L AA1 R JH AH0 S","noun","a gift or money given (as for service or out of benevolence)","[""largesse""]","[""usually given ostentatiously""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0754","lassitude","","noun","weakness characterized by a lack of vitality or energy  ","[""inanition"",""lethargy"",""slackness"",""languor"",""listlessness"",""sluggishness""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0755","lavish","L AE1 V IH0 SH","adjective","characterized by extravagance and profusion","[""lucullan"",""plush"",""plushy"",""munificent"",""overgenerous"",""too-generous"",""unsparing"",""unstinted"",""unstinting"",""shower""]","[""a lavish buffet"",""a lucullan feast"",""distributed gifts with a lavish hand"",""the critics were lavish in their praise""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0756","leery","L IH1 R IY0","adjective","openly distrustful and unwilling to confide  ","[""mistrustful"",""suspicious"",""untrusting"",""wary""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0757","licentious","L AY0 S EH1 N CH AH0 S","adjective","lacking moral discipline","[]","[""especially sexually unrestrained"",""coarse and licentious men""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0758","lionize","L AY1 AH0 N AY2 Z","verb","assign great social importance to","[""lionise"",""celebrate""]","[""The film director was celebrated all over Hollywood"",""The tenor was lionized in Vienna""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0759","macabre","M AH0 K AA1 B R AH0","adjective","shockingly repellent","[""ghastly"",""grim"",""grisly"",""gruesome"",""sick""]","[""inspiring horror"",""ghastly wounds"",""the grim aftermath of the bombing"",""the grim task of burying the victims""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0760","magnate","M AE1 G N AH0 T","noun","a very wealthy or powerful businessman","[""baron"",""big businessman"",""business leader"",""king"",""mogul"",""power"",""top executive"",""tycoon""]","[""an oil baron""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0761","maladroit","M AE2 L AH0 D R OY1 T","adjective","not adroit","[]","[""a maladroit movement of his hand caused the car to swerve"",""a maladroit translation"",""maladroit propaganda""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0762","malign","M AH0 L AY1 N","adjective","evil or harmful in nature or influence","[]","[""prompted by malign motives"",""believed in witches and malign spirits"",""gave him a malign look"",""a malign lesion""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0763","mellifluous","","adjective","pleasing to the ear","[""dulcet"",""honeyed"",""mellisonant"",""sweet""]","[""the dulcet tones of the cello""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0764","mendacious","M EH0 N D EY1 SH AH0 S","adjective","intentionally untrue","[]","[""a mendacious statement"",""a mendacious child""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0765","mendacity","M EH0 N D AE1 S IH0 T IY0","noun","the tendency to be untruthful  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0766","minute","M IH1 N AH0 T","adjective","characterized by painstaking care and detailed examination","[""narrow"",""arcminute"",""minute of arc""]","[""a minute inspection of the grounds"",""a narrow scrutiny"",""an exact and minute report"",""the secretary keeps the minutes of the meeting""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0767","misconstrue","M IH0 S K AH0 N S T R UW1","verb","interpret in the wrong way","[""misinterpret"",""misconceive"",""misunderstand"",""misapprehend"",""be amiss""]","[""Don't misinterpret my comments as criticism"",""She misconstrued my remarks""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0768","molt","M OW1 L T","noun","periodic shedding of the cuticle in arthropods or the outer skin in reptiles  ","[""molting"",""moult"",""moulting"",""ecdysis""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0769","nettle","N EH1 T AH0 L","verb","sting with or as with nettles and cause a stinging pain or sensation  ","[""urticate""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0770","noxious","N AA1 K SH AH0 S","adjective","injurious to physical or mental health","[]","[""noxious chemical wastes"",""noxious ideas""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0771","occult","AH0 K AH1 L T","adjective","hidden and difficult to see","[""occult arts""]","[""an occult fracture"",""occult blood in the stool"",""he is a student of the occult""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0772","odious","OW1 D IY0 AH0 S","adjective","unequivocally detestable","[""abominable"",""detestable"",""execrable""]","[""abominable treatment of prisoners"",""detestable vices"",""execrable crimes"",""consequences odious to those you govern- Edmund Burke""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0773","orthodox","AO1 R TH AH0 D AA2 K S","adjective","adhering to what is commonly accepted","[]","[""an orthodox view of the world""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0774","ostracize","AO1 S T R AH0 S AY2 Z","verb","avoid speaking to or dealing with","[""ostracise""]","[""Ever since I spoke up, my colleagues ostracize me""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0775","outstrip","AW0 T S T R IH1 P","verb","go far ahead of","[""outdistance"",""distance"",""surpass"",""outmatch"",""outgo"",""exceed"",""outdo"",""surmount"",""outperform""]","[""He outdistanced the other runners"",""her performance surpasses that of any other student I know"",""She outdoes all other athletes"",""This exceeds all my expectations""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0776","palatable","P AE1 L AH0 T AH0 B AH0 L","adjective","acceptable to the taste or mind","[""toothsome""]","[""palatable food"",""a palatable solution to the problem""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0777","parochial","P ER0 OW1 K IY0 AH0 L","adjective","relating to or supported by or located in a parish","[]","[""parochial schools""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0778","parody","P EH1 R AH0 D IY0","verb","make a spoof of or make fun of  ","[""mockery"",""takeoff"",""lampoon"",""spoof"",""sendup"",""send-up"",""burlesque"",""travesty"",""pasquinade"",""put-on""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0779","parry","P EH1 R IY0","verb","impede the movement of (an opponent or a ball)","[""block"",""deflect""]","[""block an attack""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0780","pastiche","P AE2 S T IY1 SH","noun","a work of art that imitates the style of some previous work  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0781","pastoral","P AE1 S T ER0 AH0 L","adjective","of or relating to a pastor","[]","[""pastoral work"",""a pastoral letter""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0782","penurious","P EH2 N Y UW1 R IY0 AH0 S","adjective","excessively unwilling to spend","[""parsimonious"",""hard up"",""impecunious"",""in straitened circumstances(p)"",""penniless"",""pinched""]","[""parsimonious thrift relieved by few generous impulses"",""lived in a most penurious manner--denying himself every indulgence""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0783","perfidious","","adjective","tending to betray","[""punic"",""treacherous""]","[""especially having a treacherous character as attributed to the Carthaginians by the Romans"",""Punic faith"",""the perfidious Judas"",""the fiercest and most treacherous of foes""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0784","permeate","P ER1 M IY0 EY2 T","verb","spread or diffuse through","[""pervade"",""penetrate"",""interpenetrate"",""diffuse"",""imbue"",""riddle""]","[""An atmosphere of distrust has permeated this administration"",""music penetrated the entire building"",""His campaign was riddled with accusations and personal attacks""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0785","perpetuate","P ER0 P EH1 CH AH0 W EY2 T","verb","cause to continue or prevail","[]","[""perpetuate a myth""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0786","pertinacious","","adjective","stubbornly unyielding","[""dogged"",""dour"",""persistent"",""tenacious"",""unyielding""]","[""dogged persistence"",""dour determination"",""the most vocal and pertinacious of all the critics"",""a mind not gifted to discover truth but tenacious to hold it- T.S.Eliot""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0787","perturb","P ER0 T ER1 B","verb","throw into great confusion or disorder","[""derange"",""throw out of kilter""]","[""Fundamentalists threaten to perturb the social order"",""The orbits of these stars were perturbed by the passings of a comet"",""The electrons were perturbed by the passing ion""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0788","pillory","P IH1 L ER0 IY0","verb","punish by putting in a pillory  ","[""gibbet""]","[""offenders were locked in and so exposed to public scorn""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0789","pine","P AY1 N","noun","straight-grained durable and often resinous white to yellowish timber of any of numerous trees of the genus Pinus  ","[""pine tree"",""true pine""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0790","pinnacle","P IH1 N AH0 K AH0 L","verb","raise on or as if on a pinnacle","[]","[""He did not want to be pinnacled"",""pinnacle a pediment""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0791","piquant","P IY1 K AH0 N T","adjective","engagingly stimulating or provocative","[""salty"",""savory"",""savoury"",""zesty""]","[""a piquant wit"",""salty language""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0792","pith","P IH1 TH","verb","remove the pith from (a plant)  ","[]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0793","pittance","P IH1 T AH0 N S","noun","an inadequate payment","[]","[""they work all day for a mere pittance""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0794","plausible","P L AO1 Z AH0 B AH0 L","adjective","given to or characterized by presenting specious arguments","[]","[""a plausible liar"",""a plausible excuse""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0795","poignant","P OY1 N Y AH0 N T","adjective","keenly distressing to the mind or feelings","[]","[""poignant anxiety""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0796","polarize","P OW1 L ER0 AY2 Z","verb","become polarized in a conflict or contrasting situation  ","[""polarise""]","[""polarize light waves""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0797","polemic","P AH0 L EH1 M IH0 K","adjective","of or involving dispute or controversy  ","[""polemical""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0798","posit","P AA1 Z AH0 T","verb","take as a given","[""postulate"",""submit"",""state"",""put forward"",""situate"",""fix"",""deposit""]","[""assume as a postulate or axiom"",""He posited three basic laws of nature"",""I submit to you that the accused is guilty"",""She posited her hand on his shoulder""]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0799","potentate","P OW1 T AH0 N T EY2 T","noun","a ruler who is unconstrained by law  ","[""dictator""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0800","prattle","P R AE1 T AH0 L","verb","speak (about unimportant matters) rapidly and incessantly  ","[""chatter"",""piffle"",""palaver"",""prate"",""tittle-tattle"",""twaddle"",""clack"",""maunder"",""blab"",""gibber""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0801","precedent","P R EH1 S IH0 D AH0 N T","adjective","preceding in time, order, or significance  ","[""case in point""]","[]","6","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
